type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
Movie,Soul To Keep,"David Allensworth, Monière","Sandra Mae Frank, Aurora Heimbach, Craig Fogel, Tony Spitz, Jordan Theodore, Kate Rose Reynolds, Jessie Jordan, Derek Long, Sophia Getz, Amelia Sheeler",United States,01-Jul-19,2019,TV-MA,94 Min,"Horror Movies, Independent Movies","Two Siblings Invite Friends To Their Inherited, Remote Country Home, But The Fun Stops When The Group Summons A Demonic Force From An Old Spellbook."
Movie,Submission,J.M. Berrios,"Scott Pryor, Darrin Dewitt Henson, Eric Roberts, Kevin Sizemore, Lorynn York, John Gray, Sara Mcmann, Ovince Saint Preux",United States,11-Nov-19,2019,TV-MA,95 Min,"Action & Adventure, Dramas","After A Near-Death Trip Home, A Marine Looking To Help His Comrade Survive Returns To The Underground World Of Mma, Where New Battles Await."
Movie,Summer Night,Joseph Cross,"Ellar Coltrane, Callan Mcauliffe, Ian Nelson, Lana Condor, Analeigh Tipton, Melina Vidler, Bill Milner, Justin Chatwin, Ella Hunt, Elena Kampouris, Victoria Justice, Khris Davis, Hayden Szeto",United States,19-Mar-20,2019,TV-MA,93 Min,"Comedies, Dramas, Romantic Movies",A Group Of 20-Somethings In A Small Town Experience A Variety Of Personal And Relationship Issues Leading Up To A Gathering At The Local Watering Hole.
Movie,The Brawler,Ken Kushner,"Zach Mcgowan, Amy Smart, Joe Pantoliano, Burt Young, Tony Darrow, Nick Loeb, Taryn Manning, Jason James Richter",United States,18-May-19,2019,TV-MA,95 Min,"Dramas, Independent Movies, Sports Movies","Newly Famous After Challenging Muhammad Ali For A Championship Title, Boxer Chuck Wepner Spirals Down The Slippery Slope Of Being A Celebrity."
Movie,The Bygone,"Graham Phillips, Parker Phillips","Graham Phillips, Shawn Hatosy, Jamie Mcshane, Sydney Schafer, Tokala Black Elk, Jacqueline Toboni, Mike Mccoll, Jacob Ming-Trent",United States,23-Mar-20,2019,TV-MA,106 Min,"Independent Movies, Thrillers","His Way Of Life Under Threat Due To The Oil Fracking Boom, A Young Rancher Defends A Lakota Woman And Becomes Entangled In Human Trafficking."
Movie,The Ghost Who Walks,Cody Stokes,"Garland Scott, Frank Mosley, Alexia Rasmussen, Gil Darnell, Dasha Nekrasova, Nattalyee Randall, Linda Kennedy, Peter Mayer, Curtis York, Dennis Lebby",United States,07-Apr-20,2019,TV-MA,107 Min,"Dramas, Independent Movies, Thrillers","Desperate To Meet His Daughter, A Convict Cuts A Deal By Ratting Out His Old Boss. Free And Searching For His Family, He Must Dodge A Hit On His Life."
Movie,Trixie Mattel: Moving Parts,Nicholas Zeig-Owens,Brian Firkus,United States,27-Mar-20,2019,TV-MA,91 Min,"Documentaries, Music & Musicals",Drag Queen Trixie Mattel Deals With The Bittersweet Reality Of Success In This Documentary That Explores Her Rise To Fame And Subsequent Music Career.
Tv Show,Ellen Degeneres: Relatable,"Joel Gallen, Tig Notaro",Ellen Degeneres,United States,18-Dec-18,2018,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, Tv Comedies","In Her First Special Since 2003, Ellen Revisits Her Road To Stardom And Details The Heartfelt – And Hilarious – Lessons She'S Learned Along The Way."
Movie,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,Stephen Kijak,"Ronnie Van Zandt, Gary Rossington, Allen Collins, Leon Wilkeson, Bob Burns, Billy Powell, Ed King, Artimus Pyle, Steve Gaines, Johnny Van Zant",United States,07-Sep-21,2018,TV-MA,97 Min,"Documentaries, Music & Musicals","Using Interviews And Archival Footage, This Documentary Charts The Story Of The Legendary Southern Rockers With A Focus On Front Man Ronnie Van Zant."
Movie,The Clovehitch Killer,Duncan Skiles,"Dylan Mcdermott, Charlie Plummer, Samantha Mathis, Madisen Beaty, Brenna Sherman, Lance Chantiles-Wertz, Emma Jones, Jonathan Riggs",United States,04-May-21,2018,TV-MA,109 Min,"Dramas, Independent Movies, Thrillers",A Teenager'S Picture-Perfect Family Is Torn Apart When He Uncovers Unnerving Evidence Of A Serial Killer Close To Home.
Movie,Cracked Up: The Darrell Hammond Story,Michelle Esrick,Darrell Hammond,United States,01-May-20,2018,TV-MA,97 Min,Documentaries,"""Saturday Night Live"" Star Darrell Hammond Reveals The Extreme Abuse He Suffered During Childhood, A Trauma That Nearly Destroyed His Life As An Adult."
Movie,Fronteras,Andrew Dean,"Steve Oropeza, Steven Sean Garland, Wade Everett, Randy Green, Cortez Chappell, Tori Osborn, Larry Coulter, Cris Acosta",United States,09-Feb-20,2018,TV-MA,106 Min,"Dramas, Independent Movies, Thrillers","When A New, Deadly Narcotic Sweeps The American Southwest, A Border Patrol Agent Must Contend With A Task Force That Challenges His Duties And Morals."
Movie,The Game Changers,Louie Psihoyos,"Arnold Schwarzenegger, Lewis Hamilton, James Wilks, Patrik Baboumian, Scott Jurek, Nimai Delgado, Morgan Mitchell, Rip Esselstyn, Dotsie Bausch, Damien Mander, Michael Thomas, Dr. Dean Ornish, David Goldman",United States,16-Oct-19,2018,TV-MA,86 Min,"Documentaries, Sports Movies","Special Forces Trainer James Wilks Asks Elite Athletes To Compare The Merits Of Meat, Protein And Plants For Building Strength. Spoiler: Plants Win."
Movie,Under The Eiffel Tower,Archie Borders,"Matt Walsh, Judith Godreche, Reid Scott, Michaela Watkins, David Wain, Gary Cole",United States,23-Sep-19,2018,TV-MA,87 Min,"Comedies, Independent Movies, International Movies",An American Man In The Midst Of A Mid-Life Crisis Travels To The French Countryside To Find A New Lease On Life.
Movie,Thriller,Dallas Jackson,"Jessica Allain, Luke Tennie, Tequan Richmond, Paige Hurd, Chelsea Rendon, Mitchell Edwards, Pepi Sonuga, Jason Woods, Maestro Harrell, Rza, Mykelti Williamson",United States,14-Apr-19,2018,TV-MA,87 Min,Horror Movies,"When A Prank Goes Wrong, A Shy Kid From Compton Is Sent Away For Murder. Four Years Later, He’S Back And Out For Revenge On Homecoming Weekend."
Movie,Nappily Ever After,Haifaa Al-Mansour,"Sanaa Lathan, Ricky Whittle, Lynn Whitfield, Lyriq Bent, Ernie Hudson",United States,07-Mar-19,2018,TV-MA,99 Min,"Comedies, Dramas, Romantic Movies","When A Perfectionist Ad Exec Experiences A Romantic Setback, She Embarks On A Journey Of Self-Discovery That Begins With A Dramatic Hair Makeover."
Movie,Springsteen On Broadway,Thom Zimny,Bruce Springsteen,United States,16-Dec-18,2018,TV-MA,153 Min,Music & Musicals,Bruce Springsteen Shares Personal Stories From His Life And Acoustic Versions Of Some Of His Best-Known Songs In An Intimate One-Man Show.
Movie,Once In A Lifetime Sessions With Kasabian,Matt Askem,"Sergio Pizzorno, Tom Meighan, Chris Edwards, Ian Mattthews, Lauren Laverne",United States,15-Dec-18,2018,TV-MA,79 Min,"Documentaries, Music & Musicals","Between Shots Of Live Performances, Tom Meighan And Sergio Pizzorno Of The English Rock Band Talk About The 20-Plus Years Of Making Music Together."
Movie,Once In A Lifetime Sessions With Snow Patrol,Matt Askem,"Gary Lightbody, Nathan Connolly, Jonny Quinn, Paul Wilson, Johnny Mcdaid, Edith Bowman",United States,15-Dec-18,2018,TV-MA,83 Min,"Documentaries, Music & Musicals","In Addition To Concert Scenes And Studio Recording Sessions, This Documentary Presents Exclusive Interviews Of The Five Men From The Irish Rock Band."
Movie,The American Meme,Bert Marcus,"Paris Hilton, Josh Ostrovsky, Brittany Furlan, Kirill Bichutsky, Dj Khaled, Emily Ratajkowski, Hailey Baldwin",United States,07-Dec-18,2018,TV-MA,98 Min,Documentaries,"Social Media Stars Paris Hilton, Josh Ostrovsky, Brittany Furlan And Kirill Bichutsky Hustle To Build Online Empires – And Face The Pitfalls Of Fame."
Movie,Cam,Daniel Goldhaber,"Madeline Brewer, Patch Darragh, Melora Walters, Devin Druid, Imani Hakim, Michael Dempsey, Flora Diaz, Samantha Robinson, Jessica Parker Kennedy, Quei Tann",United States,16-Nov-18,2018,TV-MA,95 Min,"Horror Movies, Independent Movies, Thrillers","After A Look-Alike Takes Over Her Account, A Cam Girl With A Growing Fan Base Sets Out To Identify The Mysterious Culprit And Reclaim Her Own Identity."
Movie,They’Ll Love Me When I’M Dead,Morgan Neville,"Orson Welles, Alan Cumming",United States,02-Nov-18,2018,TV-MA,98 Min,Documentaries,"Actors, Crew Members And Others Who Were There Discuss The Tumultuous Creation Of Orson Welles'S Final, Unfinished Film, “The Other Side Of The Wind.”"
Movie,Edge Of Fear,Bobby Roth,"Shen Lin, Robert Patrick, Zhu Zhu, Jodi Lyn O'Keefe, Robert Knepper, Amaury Nolasco, Rockmond Dunbar, Andy Mackenzie, Robert Crayton, John Edward Lee, Trent Brya",United States,01-Nov-18,2018,TV-MA,92 Min,"Independent Movies, Thrillers","During A Wilderness Getaway, A Gang Of Sociopathic Criminals Kidnap A Woman And Assault Her Husband, Who Must Summon All His Strength To Save Her."
Movie,Ronnie Coleman: The King,Vlad Yudin,Ronnie Coleman,United States,25-Oct-18,2018,TV-MA,93 Min,Documentaries,"Today, Legendary Bodybuilder Ronnie Coleman'S Body Bears The Scars Of Becoming The Best In The World. Here, He Shares What It Took To Reach His Goals."
Movie,Hold The Dark,Jeremy Saulnier,"Jeffrey Wright, Alexander Skarsgård, James Badge Dale, Riley Keough, Julian Black Antelope, Tantoo Cardinal, Macon Blair, Jonathan Whitesell, Peter Mcrobbie",United States,28-Sep-18,2018,TV-MA,126 Min,"Action & Adventure, Dramas","In The Grim Alaskan Winter, A Naturalist Hunts For Wolves Blamed For Killing A Local Boy, But He Soon Finds Himself Swept Into A Chilling Mystery."
Movie,Quincy,"Rashida Jones, Alan Hicks",Quincy Jones,United States,21-Sep-18,2018,TV-MA,124 Min,"Documentaries, Music & Musicals","This Documentary Profiles Music And Culture Icon Quincy Jones, Offering Unprecedented Access To His Private Life And Stories From His Unparalleled Career."
Movie,The Land Of Steady Habits,Nicole Holofcener,"Ben Mendelsohn, Edie Falco, Connie Britton, Thomas Mann, Bill Camp, Elizabeth Marvel, Charlie Tahan, Michael Gaston, Josh Pais",United States,14-Sep-18,2018,TV-MA,98 Min,"Comedies, Dramas, Independent Movies","After Leaving His Wife And His Job To Find Happiness, Anders Begins A Clumsy, Heartbreaking Quest To Reassemble The Pieces Of His Fractured Life."
Movie,The After Party,Ian Edelman,"Kyle Harvey, Harrison Holzer, Teyana Taylor, Shelley Hennig, Wiz Khalifa, Blair Underwood, Jordan Rock, Amin Joseph, Andy Buckley, Jamie Choi",United States,24-Aug-18,2018,TV-MA,90 Min,"Comedies, Music & Musicals",An Aspiring Rapper And His Best Friend/Manager Have One Night To Bounce Back From Embarrassment And Make Their Dreams Of Hip-Hop Stardom Come True.
Movie,The Package,Jake Szymanski,"Daniel Doheny, Geraldine Viswanathan, Luke Spencer Roberts, Eduardo Franco, Sadie Calvano",United States,10-Aug-18,2018,TV-MA,95 Min,Comedies,"After Their Buddy Suffers An Unfortunate Accident During Spring Break, Four Pals Risk Everything – Including Their Dignity – To Make Him Whole Again."
Movie,Like Father,Lauren Miller Rogen,"Kristen Bell, Kelsey Grammer, Seth Rogen, Paul W. Downs, Zach Appelman, Leonard Ouzts, Blaire Brooks, Anthony Laciura, Mary Looram, Brett Gelman",United States,03-Aug-18,2018,TV-MA,104 Min,"Comedies, Dramas","After She'S Left At The Altar, A Workaholic Advertising Executive Ends Up On Her Caribbean Honeymoon Cruise With Her Estranged Father."
Movie,Being Napoleon,"Jesse Handsher, Olivier Roland","Mark Schneider, Frank Samson",United States,01-Aug-18,2018,TV-MA,88 Min,Documentaries,"On The 200Th Anniversary Of The Battle Of Waterloo, Thousands Of Enthusiasts Reenact The Epic Clash. But There Can Only Be One Napoleon."
Movie,Extinction,Ben Young,"Michael Peña, Lizzy Caplan, Israel Broussard, Mike Colter, Emma Booth, Lex Shrapnel, Erica Tremblay, Lilly Aspell",United States,27-Jul-18,2018,TV-MA,95 Min,"Action & Adventure, Dramas, Sci-Fi & Fantasy","Plagued By Dreams Of An Alien Invasion, A Family Man Faces His Worst Nightmare When An Extraterrestrial Force Begins Exterminating Earth'S Inhabitants."
Movie,How It Ends,David M. Rosenthal,"Theo James, Forest Whitaker, Kat Graham, Nicole Ari Parker, Mark O'Brien, Grace Dove",United States,13-Jul-18,2018,TV-MA,113 Min,"Action & Adventure, Sci-Fi & Fantasy","When A Mysterious Disaster Turns The Country Into A War Zone, A Young Lawyer Heads West With His Future Father-In-Law To Find His Pregnant Fiancée."
Movie,Duck Butter,Miguel Arteta,"Alia Shawkat, Laia Costa, Mae Whitman, Hong Chau, Kate Berlant, Lindsay Burdge, Kumail Nanjiani, Mark Duplass, Jay Duplass, Jenny O'Hara",United States,01-Jul-18,2018,TV-MA,94 Min,"Dramas, Independent Movies, Lgbtq Movies","Wary Of Dishonesty In Relationships, Two Young Women Embark On A 24-Hour Experiment On Intimacy, But Their Romance Flounders As The Clock Winds Down."
Movie,Set It Up,Claire Scanlon,"Zoey Deutch, Glen Powell, Lucy Liu, Taye Diggs, Meredith Hagner, Pete Davidson, Tituss Burgess",United States,15-Jun-18,2018,TV-MA,106 Min,"Comedies, Romantic Movies","In Desperate Need Of A Break From The Office, Two Beleaguered Assistants Team Up To Trick Their Workaholic Bosses Into Falling In Love."
Movie,Alex Strangelove,Craig Johnson,"Daniel Doheny, Madeline Weinstein, Antonio Marziale, Daniel Zolghadri, Annie Q., Nik Dodani, Fred Hechinger, Kathryn Erbe, Isabella Amara, Sophie Faulkenberry",United States,08-Jun-18,2018,TV-MA,100 Min,"Comedies, Dramas, Independent Movies",High School Senior Alex Truelove'S Plan To Lose His Virginity To Lovable Girlfriend Claire Goes Awry When He Meets The Equally Lovable Elliot.
Movie,Outside In,Lynn Shelton,"Jay Duplass, Edie Falco, Kaitlyn Dever, Ben Schwartz, Louis Hobson, Alycia Delmore, Pamela Reed, Matt Malloy, Aaron Blakely",United States,01-Jun-18,2018,TV-MA,110 Min,"Dramas, Independent Movies","After Serving Time For A Crime He Didn’T Commit, A 38-Year-Old Man Forms A Complicated, Life-Altering Bond With The Woman Who Advocated For His Early Release."
Movie,Ibiza,Alex Richanbach,"Gillian Jacobs, Vanessa Bayer, Phoebe Robinson, Richard Madden, Michaela Watkins, Félix Gómez",United States,25-May-18,2018,TV-MA,94 Min,"Comedies, Romantic Movies","When Harper Is Sent To Spain For An Important Work Meeting, Her Hard-Partying Friends Tag Along And Convince Her To Pursue A Fling With A Famous Dj."
Movie,Family Blood,Sonny Mallhi,"James Ransone, Vinessa Shaw, Ajiona Alexus, Colin Ford",United States,05-May-18,2018,TV-MA,92 Min,Horror Movies,"A Former Addict Moves To A New City With Her Children For A Fresh Start, But Her Struggle Soon Takes On An Unexpected, Supernatural Dimension."
Movie,Darc,Julius R. Nasso,"Tony Schiena, Armand Assante, Kippei Shiina, Sho Ikushima, Vienna Hehir, Tetsu Watanabe, Grand Master John U. Kim, Dawn Olivieri",United States,01-May-18,2018,TV-MA,98 Min,"Action & Adventure, Independent Movies","To Bring Down A Global Human Trafficking Ring, An Interpol Agent Recruits The Help Of A Brutal Criminal With Inside Knowledge Of The Yakuza."
Movie,Dude,Olivia Milch,"Lucy Hale, Kathryn Prescott, Alexandra Shipp, Awkwafina, Alex Wolff, Brooke Smith, Jerry Mackinnon, Ronen Rubenstein, Satya Bhabha, Sydney Lucas",United States,20-Apr-18,2018,TV-MA,97 Min,"Comedies, Dramas, Independent Movies",Four Best Friends Navigate Loss And Major Life Changes – And Smoke A Lot Of Weed – During Their Last Two Weeks Of High School.
Movie,6 Balloons,Marja Lewis Ryan,"Abbi Jacobson, Dave Franco, Jane Kaczmarek, Tim Matheson, Charlotte Carel, Madeline Carel, Maya Erskine, Dawan Owens, Jen Tullock",United States,06-Apr-18,2018,TV-MA,75 Min,"Dramas, Independent Movies",A Loyal Sister Struggles To Stay Afloat While Driving Her Heroin-Addicted Brother To A Detox Center And Looking After His 2-Year-Old Daughter.
Movie,Amateur,Ryan Koo,"Michael Rainey Jr., Josh Charles, Brian White, Sharon Leal, Ashlee Brian, Corey Parker Robinson",United States,06-Apr-18,2018,TV-MA,96 Min,"Dramas, Independent Movies, Sports Movies","After He'S Recruited To An Elite Prep School, A 14-Year-Old Basketball Phenom Is Confronted By Corruption And Greed In Amateur Sports."
Movie,First Match,Olivia Newman,"Elvire Emanuelle, Yahya Abdul-Mateen Ii, Colman Domingo, Jharrel Jerome, Kim Ramirez, Jared Kemp, Allen Maldonado",United States,30-Mar-18,2018,TV-MA,103 Min,"Dramas, Independent Movies, Sports Movies",A Tenacious High School Girl Raised In Foster Homes In The Inner City Tries To Reconnect With Her Ex-Con Father By Joining A Boys Wrestling Team.
Movie,Happy Anniversary,Jared Stern,"Noël Wells, Ben Schwartz, Joe Pantoliano, Annie Potts, Rahul Kohli, Kristin Bauer Van Straten, David Walton, Leonardo Nam, Kate Berlant",United States,30-Mar-18,2018,TV-MA,78 Min,"Comedies, Romantic Movies",A Quirky Couple Spends Their Three-Year Dating Anniversary Looking Back At Their Relationship And Contemplating Whether They Should Break Up.
Movie,"Game Over, Man!",Kyle Newacheck,"Adam Devine, Anders Holm, Blake Anderson, Utkarsh Ambudkar, Aya Cash, Neal Mcdonough, Daniel Stern, Jamie Demetriou, Rhona Mitra, Sam Richardson, Steve Howey, Mac Brandt, Geno Segers, Roe Hartrampf",United States,23-Mar-18,2018,TV-MA,102 Min,"Action & Adventure, Comedies",Three Buddies With Big Dreams Go From Underachieving Slackers To Badass Warriors When Their Posh Hotel Is Taken Over By Terrorists.
Movie,Paradox,Daryl Hannah,"Neil Young, Lukas Nelson, Micah Nelson, Corey Mccormick, Anthony Logerfo, Tato",United States,23-Mar-18,2018,TV-MA,74 Min,"Dramas, Independent Movies, Music & Musicals",Neil Young And His Band Of Outlaws Sow Seeds Of Strange Mischief And Musical Wonder Under Western Skies In This Dreamlike Film By Daryl Hannah.
Movie,Roxanne Roxanne,Michael Larnell,"Chanté Adams, Mahershala Ali, Nia Long, Elvis Nolasco, Kevin Phillips, Shenell Edmonds",United States,23-Mar-18,2018,TV-MA,100 Min,"Dramas, Music & Musicals","She Grew Up In A Tough New York Neighborhood In The '80S And Made History With ""Roxanne'S Revenge."" The Story Of Teen Battle Rap Champ Roxanne Shante."
Movie,The Outsider,Martin Zandvliet,"Jared Leto, Tadanobu Asano, Kippei Shiina, Shioli Kutsuna, Emile Hirsch, Raymond Nicholson, Rory Cochrane, Nao Omori, Min Tanaka",United States,09-Mar-18,2018,TV-MA,121 Min,"Dramas, Thrillers","An American Soldier Imprisoned In Postwar Japan Enters The Dark World Of The Yakuza, Adopting Their Way Of Life In Repayment For His Freedom."
Movie,Battle Drone,Mitch Gould,"Louis Mandylor, Daniel Southworth, Richard Alan Reid, Oleg Taktarov, Natassia Malthe, Jason Earles, Dominique Swain, Michael Paré",United States,01-Mar-18,2018,TV-MA,94 Min,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy","A Team Of Mercenaries Working With The Cia Accepts An Off-The-Books Mission In Chernobyl, Where Deadly Human-Controlled Droids Prepare An Ambush."
Movie,Irreplaceable You,Stephanie Laing,"Gugu Mbatha-Raw, Michiel Huisman, Christopher Walken, Steve Coogan, Kate Mckinnon, Jacki Weaver, Timothy Simons, Brian Tyree Henry, Alanna Masterson, Gayle Rankin, Tamara Tunie",United States,16-Feb-18,2018,TV-MA,96 Min,"Dramas, Romantic Movies","A Stunning Cancer Diagnosis Spurs Abbie To Seek A Future Girlfriend For Fiancé And Childhood Sweetheart Sam, Who'S Clueless When It Comes To Dating."
Movie,A Futile And Stupid Gesture,David Wain,"Will Forte, Domhnall Gleeson, Martin Mull, Joel Mchale, Matt Lucas, Thomas Lennon, Seth Green, Jackie Tohn, Natasha Lyonne, Emmy Rossum, Elvy Yost, Matt Walsh, John Gemberling, Rick Glassman, Camille Guaty",United States,26-Jan-18,2018,TV-MA,102 Min,Comedies,"In A Brief Life Full Of Triumph And Failure, ""National Lampoon"" Co-Founder Doug Kenney Built A Comedy Empire, Molding Pop Culture In The 1970S."
Movie,14 Cameras,"Scott Hussion, Seth Fuller","Neville Archambault, Amber Midthunder, Brytnee Ratledge, Hank Rogerson, Chelsea Edmundson, John-Paul Howard, Lora Martinez-Cunningham, Brianne Moncrief",United States,27-Oct-18,2018,TV-MA,89 Min,"Horror Movies, Thrillers","Upping The “13 Cameras” Ante, This Sequel Finds A Family Renting A Vacation House That’S Been Customized To Violate Their Privacy."
Movie,1St Summoning,Raymond Wood,"Hayley Lovitt, Teddy Cole, Brook Todd, Ace Harney, Jason Macdonald",United States,26-Jul-19,2018,TV-MA,94 Min,"Horror Movies, Independent Movies","Student Filmmakers Uncover Occult Rituals Tied To An Abandoned Warehouse, Then Gradually Realize The Horror Is Closer Than They Think."
Movie,All Light Will End,Chris Blake,"Ashley Pereira, Alexandra Harris, Ted Welch, Sam Jones Iii, Sarah Butler, Andy Buckley, Graham Outerbridge, Michael James Thomas, John Schuck, Aaron Munoz",United States,02-Feb-19,2018,TV-MA,84 Min,"Horror Movies, Thrillers","A Horror Novelist With A Traumatic Past Returns To Her Childhood Hometown, Where She Revisits Her Night Terrors And Loses Sight Of Reality."
Movie,American Masters: Ted Williams,Nick Davis,Ted Williams,United States,01-Apr-19,2018,TV-MA,55 Min,"Documentaries, Sports Movies","Baseball Legend Ted Williams Fights To Become The Greatest Hitter Of All Time As He Battles Family, Teammates, The Press And Even The Fans."
Movie,Antidote,Ken Barbet,"Randy Couture, Chuck Zito, Wil Traval, Celeste Thornton, Rafael De La Fuente, Alyona Chekhova, Natali Yura, Thom Rivera",United States,14-Apr-19,2018,TV-MA,90 Min,"Action & Adventure, Horror Movies",A Tough-As-Nails Treasure Hunter Protects A Humanitarian Doctor As She Tries To Cure A Supernatural Disease Caused By A Mysterious Witch.
Movie,Bob Lazar: Area 51 & Flying Saucers,Jeremy Kenyon Lockyer Corbell,Robert Lazar,United States,18-Jun-19,2018,TV-MA,97 Min,Documentaries,"Decades Ago, Bob Lazar Blew The Whistle On Area 51. Now He’S Back To Explain The Alien Tech He Worked With, And The Government'S War To Shut Him Up."
Movie,Brampton'S Own,Michael Doneger,"Alex Russell, Rose Mciver, Jean Smart, Scott Porter, Kevin Linehan, Spencer Grammer, Carter Hastings, Riley Voelkel, John Getz",United States,19-Apr-19,2018,TV-MA,90 Min,"Dramas, Romantic Movies, Sports Movies","After 12 Years In The Minors, A Struggling Baseball Player Retires, Returns Home And Faces The Last Person He Struck Out With – His Ex-Girlfriend."
Movie,Bullitt County,David Mccracken,"Mike C. Nelson, Jenni Melear, David Mccracken, Napoleon Ryan, Dorothy Lyman, Richard Riehle",United States,01-Jun-19,2018,TV-MA,98 Min,"Independent Movies, Thrillers","When Four College Friends Reunite For A Bachelor Party, Their Hunt For Cash Said To Be Hidden In Kentucky'S Backwoods Leads To Bloodshed And Betrayal."
Movie,Class Rank,Eric Stoltz,"Olivia Holt, Skyler Gisondo, Kristin Chenoweth, Bruce Dern, Nick Krause, Kathleen Chalfant, Peter Maloney, Rod Mclachlan, Hawn Tran, Danni Wang",United States,18-Sep-18,2018,TV-MA,103 Min,Comedies,"When Her Class Rank Threatens Her College Plans, An Ambitious Teen Convinces A Nerdy Peer To Run For The School Board To Abolish The Ranking System."
Movie,Flock Of Four,Gregory Caruso,"Braeden Lemasters, Isaac Jay, Uriah Shelton, Dylan Riley Snyder, Coco Jones, Shane Harper, Nadji Jeter, Connor Paolo, Gatlin Green, Reg E. Cathey",United States,01-Aug-18,2018,TV-MA,83 Min,"Dramas, Independent Movies, Music & Musicals","One Night In 1959, Four Young Musicians Venture From Pasadena To South-Central Los Angeles In The Hopes Of Hearing A Living Jazz Legend Play."
Movie,For The Birds,Richard Miron,Kathy Murphy,United States,01-Sep-19,2018,TV-MA,93 Min,Documentaries,"A Woman With A Passion For Fowl Keeps A Menagerie Of Birds That Draws The Ire Of Neighbors, Animal Rights Advocates And Even Her Own Family."
Movie,Freak Show,Trudie Styler,"Alex Lawther, Abigail Breslin, Annasophia Robb, Ian Nelson, Celia Weston, Laverne Cox, Bette Midler, Willa Fitzgerald, Larry Pine, John Mcenroe, Mickey Sumner, Daniel Bellomy, Wally Dunn, Marceline Hugot",United States,13-Aug-20,2018,TV-MA,91 Min,"Comedies, Dramas, Independent Movies","Forced To Attend A New High School, A Glamorous Teen Navigates Hostile Territory Before Taking A Stand By Running For Homecoming Queen."
Movie,Haunting On Fraternity Row,Brant Sersen,"Jacob Artist, Jayson Blair, Shanley Caswell, Claudia Lee, Ashton Moio, Cameron Moulene, Molly Tarlov, Chester Rushing",United States,01-Mar-19,2018,TV-MA,99 Min,"Horror Movies, Independent Movies","When A Fraternity'S Last Big Luau Serves Up Horrible Deaths To Its Partygoers, The Brothers Learn Firsthand About Their House’S Frightening History."
Movie,Head Count,Elle Callahan,"Isaac Jay, Ashleigh Morghan, Bevin Bru, Billy Meade, Hunter Peterson, Chelcie May, Tory Freeth, Michael Herman, Amaka Obiechie, Sam Marra, Cooper Rowe",United States,13-Sep-19,2018,TV-MA,90 Min,"Horror Movies, Independent Movies",A Group Of College Students On A Weekend Getaway Accidentally Summon A Supernatural Entity Intent On Using Them For Its Deadly Ritual.
Movie,Hurricane Bianca: From Russia With Hate,Matt Kugelman,"Roy Haylock, Rachel Dratch, Brian Mccook, D.J. ""Shangela"" Pierce, Doug Plaut, Cheyenne Jackson, Kristen Johnston, Heather Mcdonald, Wanda Sykes, Janeane Garofalo",United States,15-Aug-18,2018,TV-MA,85 Min,"Comedies, Independent Movies, Lgbtq Movies","When Texas Teacher Richard Is Lured To Russia Under False Pretenses By His Enemy Deb, His Drag Alter Ego Bianca Soon Turns The Country Upside Down."
Movie,Jonathan,Bill Oliver,"Ansel Elgort, Suki Waterhouse, Douglas Hodge, Patricia Clarkson, Matt Bomer, Souleymane Sy Savane, Shunori Ramanathan, Joe Egender",United States,16-Apr-19,2018,TV-MA,101 Min,"Dramas, Independent Movies, Sci-Fi & Fantasy","Two Siblings Share A Body, Each Getting It For 12 Hours A Day. But When One Of Them Breaks The Rules, Their Whole Way Of Life Comes Crashing Down."
Movie,Love Shot,Steven Fine,"Dakota Loesch, Amy Tsang, John Kapelos, Cruz Kim, Victor J. Ho, Clint Jung, Daniel Phai, Cindy Chu, Brian Kurtis, Pete Herron",United States,15-Jul-19,2018,TV-MA,77 Min,"Dramas, Thrillers",A Charming Hitman Questions His Profession After Learning His Next Target Is The Karaoke Singer He’S Falling In Love With.
Movie,Malicious,Michael Winnick,"Bojana Novakovic, Josh Stewart, Delroy Lindo, Melissa Bolona, Yvette Yates, Luke Edwards, Jaqueline Fleming, Ben Vandermey, Presley Richardson, Joy Kate Lawson",United States,01-Feb-19,2018,TV-MA,91 Min,Horror Movies,"After Receiving A Strange Present, A Professor And His Pregnant Wife Are Plagued By Tragedy And A Paranormal Presence That'S Determined To Kill."
Movie,Night Comes On,Jordana Spiro,"Dominique Fishback, Tatum Marilyn Hall, Nastashia Fuller, Angel Bismark Curiel, John Earl Jelks, Max Casella, James Mcdaniel, Cymbal Byrd",United States,27-Aug-20,2018,TV-MA,87 Min,"Dramas, Independent Movies",A Teen Fresh Out Of Juvenile Detention Tries To Rescue Her Sister From Foster Care In Order To Exact Revenge On Their Father For Their Mother'S Murder.
Movie,Once In A Lifetime Sessions With Noel Gallagher,Charlie Lightening,Noel Gallagher,United States,01-Aug-18,2018,TV-MA,66 Min,"Documentaries, Music & Musicals","Between Scenes From An Intimate Performance, The Oasis Legend Reflects On His Road To Stardom And Offers Insights On His Creative Process."
